issuer,date,rating
00014235,02-Aug-1999,A
00014345,28-Nov-1984,AA
00014345,24-Aug-1998,AAA
00014345,08-Jan-2000,A
00014345,17-Oct-2003,BBB
00014345,09-Jun-2004,BB
00013843,07-Apr-1984,AA
00013843,10-Apr-2001,A
00010584,19-Jul-1983,BBB
00010584,16-Sep-1991,A
00011082,13-Jun-1983,BBB
00011082,16-Sep-1984,A
00013992,14-Nov-1983,A
00013992,28-Nov-1997,AA
00013992,20-Jul-1999,A
00013992,24-Nov-2001,BBB
00013992,15-May-2003,BB
00010204,15-Oct-1983,A
00010204,07-Apr-1996,BBB
00010204,24-Jan-1999,BB
00011675,12-Aug-1983,BBB
00011675,15-Mar-1985,BB
00011675,24-Nov-1997,A
00014499,27-Feb-1984,AA
00012763,30-Aug-1984,AA
00010411,16-Oct-1983,B
00010411,16-Sep-1993,BB
00010411,18-Oct-1995,BBB
00010411,10-May-2003,BB
00011606,21-Oct-1983,AAA
00011606,04-Mar-2002,AA
00012592,20-Dec-1982,B
00012592,04-May-1983,D
00011324,11-Sep-1982,BBB
00011324,18-Sep-2000,B
00011324,19-May-2002,D
00012106,04-Jun-1983,AAA
00012106,23-Dec-1994,AA
00012106,10-Mar-1998,AAA
00012106,19-Mar-2002,A
00011634,01-Jul-1983,A
00011634,28-Sep-1989,AA
00014341,02-Jun-1984,AA
00014341,14-Aug-1991,A
00011284,01-Apr-1985,AAA
00011284,13-Aug-1985,AA
00011284,19-Dec-2000,A
00011284,16-May-2001,AA
00011284,04-Sep-2004,A
00012359,11-Mar-1985,BBB
00012359,17-Mar-1995,A
00012359,06-Apr-1999,AA
00012359,25-Nov-2001,AAA
00012359,29-Dec-2004,AA
00012838,19-Nov-1983,AA
00012516,15-Apr-1983,B
00012516,13-Mar-1992,CCC
00012516,13-Mar-1997,D
00011068,20-Sep-1984,BB
00011068,08-May-1990,D
00013848,16-Sep-1984,B
00013848,03-Nov-1985,CCC
00013848,09-Oct-1999,D
00011854,28-Aug-1984,A
00011854,07-Jun-2000,BBB
00011693,31-Aug-1984,AAA
00011693,28-May-2000,AA
00012908,02-Dec-1982,AAA
00012908,19-Jul-1983,AA
00012908,25-Aug-1987,A
00012908,14-Feb-1989,BBB
00012908,18-Sep-2002,BB
00011646,30-Jun-1984,BB
00011646,21-Jun-1989,A
00011646,30-Nov-1996,AA
00011282,24-Nov-1983,BBB
00011282,21-Feb-1985,A
00011282,18-May-1997,AA
00012007,18-Mar-1983,BBB
00012007,17-Nov-1987,BB
00012007,23-Jan-1989,BBB
00012007,26-Feb-1999,D
00012986,24-Nov-1982,AAA
00012986,09-Jan-1986,AA
00012986,05-Aug-1993,AAA
00011336,19-Nov-1984,AAA
00011336,18-Dec-1984,AA
00012311,09-Feb-1983,AAA
00012311,18-Mar-1983,AA
00012017,28-Jan-1983,AA
00011975,14-Jun-1984,B
00011975,01-Aug-1988,BB
00011975,19-Dec-1998,BBB
00010708,29-Jan-1985,B
00010708,24-Jul-1989,CCC
00010708,11-Jul-1990,D
00012081,17-Jan-1984,AA
00012081,04-Nov-1998,AAA
00012081,29-Jul-2003,AA
00013029,21-Jul-1984,A
00013029,23-Mar-1986,BBB
00013029,14-Jan-1999,A
00011103,18-Jan-1983,CCC
00011103,19-May-1984,D
00011695,29-Mar-1985,AAA
00011695,01-Jul-1993,AA
00011695,19-Mar-2000,A
00012690,10-Feb-1984,AA
00012690,17-May-1999,A
00012690,25-Nov-2003,BBB
00010309,28-Jun-1984,BB
00010309,27-Dec-1986,BBB
00010309,23-Oct-1992,A
00010309,08-Feb-2004,BBB
00011341,23-Sep-1982,AAA
00011440,05-Nov-1984,BB
00011440,07-Nov-1996,BBB
00011440,28-Nov-1999,B
00011440,06-Oct-2004,D
00013260,05-Sep-1984,AAA
00013260,02-Aug-1994,AA
00013738,16-Dec-1982,AAA
00013738,16-Oct-1987,AA
00013738,14-Nov-1998,A
00013738,20-Aug-2001,BBB
00013857,25-Jan-1984,BBB
00013857,04-Nov-1987,A
00013857,05-Oct-1989,AA
00013857,07-Apr-2001,A
00013912,10-Jul-1983,BBB
00011432,15-Feb-1984,A
00011432,30-Jul-1997,AA
00014951,21-Sep-1983,A
00014951,05-Jul-1984,BBB
00014951,21-Sep-1990,BB
00014951,11-Apr-1996,BBB
00012199,07-Oct-1983,AAA
00011114,14-Feb-1983,CCC
00011114,22-Jul-1992,BB
00011114,07-Mar-1997,BBB
00014424,30-Apr-1983,BBB
00014424,08-Oct-1989,BB
00014424,02-Mar-1991,BBB
00012955,07-Sep-1982,BB
00012955,20-Apr-1988,BBB
00010718,27-Feb-1985,A
00011202,02-Jun-1984,BBB
00011202,28-Feb-1996,BB
00011202,10-May-1999,BBB
00011202,29-Sep-1999,BB
00011202,01-Mar-2004,B
00013928,08-Mar-1985,CCC
00013928,21-Jan-1986,D
00011142,28-Jan-1983,AA
00011142,05-Jul-1986,A
00011142,06-Aug-1999,AA
00013138,25-Feb-1985,BB
00013138,21-Oct-1985,D
00013520,21-Oct-1984,AAA
00013520,11-Apr-1986,AA
00013520,27-Dec-1997,AAA
00013520,12-Jan-2000,AA
00013520,20-Mar-2004,A
00010385,17-Mar-1984,AAA
00010385,23-Mar-1999,AA
00010385,16-Dec-2003,A
00010482,01-Nov-1983,BB
00010482,23-Nov-1985,BBB
00010482,07-Apr-1989,A
00010482,18-May-1991,BBB
00013047,02-May-1983,BBB
00013047,10-Dec-2000,A
00013757,08-Sep-1984,AA
00013757,15-Feb-1994,AAA
00013757,08-Oct-2001,AA
00012712,03-Apr-1983,A
00012712,15-Jul-2002,BBB
00012794,21-Oct-1982,AAA
00010665,24-Sep-1984,A
00010665,21-Oct-1989,BB
00010665,17-Jun-1992,B
00010665,29-Jan-1995,BB
00010665,21-May-1998,BBB
00010665,18-Mar-2000,BB
00012169,19-Jun-1984,BB
00012169,06-Nov-1986,BBB
00012169,16-Oct-1996,A
00012169,27-Jul-1999,BBB
00010149,02-Aug-1984,AA
00010149,16-Dec-1989,AAA
00010149,18-Dec-1991,AA
00013063,21-May-1984,AAA
00013063,13-Nov-1988,AA
00013063,07-Mar-1992,A
00013063,29-Jan-1999,AA
00013063,27-Mar-2000,A
00013001,11-Oct-1983,AA
00013001,15-Apr-2003,A
00013980,13-Sep-1983,BB
00013980,22-Jul-1989,BBB
00013980,01-Mar-1999,BB
00012164,11-Nov-1984,B
00012164,16-Feb-1999,BB
00012853,01-Jul-1983,A
00012853,15-Feb-1993,AA
00012508,10-Nov-1984,AA
00012508,03-Jun-2000,A
00012032,15-Oct-1984,A
00012032,30-Apr-1992,BBB
00012032,08-Mar-1998,A
00012032,17-Mar-2004,BBB
00011046,18-Dec-1984,AA
00011046,07-Feb-1999,AAA
00011046,03-Apr-2000,AA
00012459,06-Jan-1984,A
00012459,08-Jan-1996,AA
00012459,12-Dec-1998,AAA
00013899,15-May-1984,B
00013899,24-Dec-1985,BB
00013899,05-Apr-2000,B
00013927,26-Mar-1985,B
00013927,27-Aug-1994,BB
00013927,20-Aug-1999,BBB
00013927,14-Oct-2000,BB
00014338,05-Nov-1983,A
00014338,10-Jun-1994,AA
00014338,08-May-1998,AAA
00014338,07-Jun-1999,AA
00014805,17-Oct-1982,BBB
00014805,05-Dec-1983,BB
00014805,21-Jul-1988,BBB
00014805,12-Jun-1995,A
00014805,23-Feb-1996,AA
00014128,01-Jan-1985,B
00014128,26-Apr-1986,CCC
00014128,11-Apr-1988,D
00010213,10-May-1984,AAA
00010213,04-Jul-1985,BBB
00010213,10-Sep-1990,A
00010213,10-Mar-2004,BBB
00012513,08-Aug-1983,AAA
00012513,01-Nov-1989,A
00012513,02-Sep-2001,BBB
00010751,12-May-1985,CCC
00010751,09-Nov-1986,D
00010606,30-Mar-1983,CCC
00010606,13-May-1983,D
00011998,01-Jun-1984,BBB
00011998,26-Oct-1991,BB
00011998,05-Jul-2002,D
00012846,14-Apr-1984,BB
00012846,03-Jan-1992,B
00012846,17-Aug-1997,BB
00012846,07-Nov-1998,BBB
00012846,09-Dec-2003,BB
00012987,09-Sep-1983,AA
00013643,07-Jan-1983,CCC
00013643,02-Sep-1983,D
00010773,12-Sep-1982,CCC
00010773,25-May-1988,D
00011543,13-Oct-1983,BBB
00011543,31-Jan-1984,BB
00011543,13-Nov-2001,B
00011543,01-Jun-2003,CCC
00012297,18-Feb-1983,CCC
00012297,26-May-1987,D
00010922,13-Aug-1984,BB
00010922,06-Jul-1985,B
00010922,01-Dec-1997,BBB
00010922,30-Apr-2000,BB
00010922,12-Dec-2003,B
00011104,23-Aug-1983,AAA
00011104,03-Jan-1985,A
00011104,27-Mar-1987,BBB
00011104,19-Jul-1997,A
00011104,27-Nov-1997,AA
00011104,04-Aug-1999,A
00011113,07-Dec-1984,B
00011113,02-Sep-1992,BB
00011113,09-Dec-2001,B
00011113,13-Oct-2004,CCC
00013771,21-Aug-1984,AAA
00013771,02-May-1987,AA
00011280,11-Mar-1984,A
00011280,03-Oct-1999,BBB
00014319,11-Feb-1983,BB
00014319,14-Jun-1995,BBB
00014319,12-Jun-1996,A
00014319,11-Mar-1998,BBB
00013977,02-Apr-1985,B
00013977,17-Sep-1995,BB
00013977,28-Nov-1999,BBB
00011721,10-May-1983,AA
00011721,04-Dec-1990,A
00011721,03-Oct-1998,BBB
00011721,16-Apr-2002,BB
00010413,28-Feb-1985,AA
00014271,29-Mar-1983,CCC
00014271,07-Aug-1984,D
00013800,26-Aug-1983,B
00013800,06-Aug-1996,BBB
00013800,05-Sep-1997,A
00013800,03-Feb-2002,BBB
00014305,13-Nov-1982,AAA
00014305,26-Jul-1984,AA
00014305,27-Jul-1986,A
00014305,18-May-1994,AA
00014305,24-Jun-2000,A
00014578,19-May-1984,AA
00012327,14-Feb-1983,CCC
00012327,13-Nov-1984,B
00012327,03-Dec-1997,D
00013550,02-Oct-1982,BB
00013550,01-Feb-1998,B
00013550,26-Apr-1999,D
00011303,10-Aug-1984,A
00011303,19-Jun-1994,AA
00014220,31-Jul-1983,AA
00014220,03-Mar-1987,A
00014220,01-Feb-1990,BBB
00014220,07-Jun-1996,BB
00012037,09-Jun-1984,BB
00012037,14-Feb-1994,BBB
00012037,17-Jul-2000,A
00011403,06-Sep-1983,B
00011403,07-Mar-1984,D
00010329,06-May-1984,BB
00010329,13-May-1997,BBB
00012482,08-Sep-1982,B
00012482,16-Feb-1985,BB
00012482,05-Aug-1997,BBB
00013375,14-Feb-1985,A
00013375,02-Mar-1988,BBB
00013375,25-Jan-1998,AAA
00013375,20-Apr-2000,AA
00012356,27-Oct-1984,CCC
00012356,12-Mar-1998,B
00012356,10-Jan-1999,BBB
00012356,01-Dec-1999,BB
00014676,02-Sep-1984,AAA
00014676,07-Feb-1990,AA
00014676,12-Dec-1992,A
00010733,08-Nov-1984,A
00010733,15-Dec-1999,BBB
00010235,05-Sep-1983,BBB
00010235,06-Mar-1999,BB
00010235,01-Dec-2000,BBB
00010235,10-Jan-2003,BB
00014367,26-Apr-1984,AA
00014367,16-Nov-1990,A
00014367,13-Nov-2002,BB
00010888,16-Mar-1984,AAA
00012713,30-Jan-1984,CCC
00012713,02-Jul-1998,B
00014280,20-May-1983,AAA
00014280,08-Oct-1983,AA
00014280,05-Oct-2000,AAA
00011051,23-Apr-1983,BBB
00011051,03-Aug-1997,A
00013476,13-Nov-1983,BB
00013476,17-Jan-1984,BBB
00014007,02-Apr-1983,BBB
00010703,31-Oct-1984,AA
00010703,17-Dec-1997,AAA
00010703,06-Nov-2001,AA
00010703,01-Aug-2004,A
00011264,01-May-1985,CCC
00011264,01-Nov-1992,D
00014221,17-Sep-1982,AAA
00014221,07-Jun-1998,AA
00014221,21-Jun-2000,A
00011019,05-Feb-1984,A
00011036,13-Nov-1982,B
00011036,19-Feb-1993,BB
00011036,22-Jan-1995,BBB
00011036,06-Dec-1996,A
00011036,17-Apr-2001,BBB
00010754,28-Oct-1984,BB
00010754,12-Jul-1986,B
00010754,20-Oct-1987,CCC
00010754,18-May-1998,B
00010754,13-Nov-2002,D
00013308,04-May-1985,A
00012929,24-Oct-1982,AA
00012929,24-May-1998,A
00012929,02-Feb-2002,BBB
00011054,15-Mar-1985,BBB
00011054,29-Sep-1999,A
00010649,05-Sep-1982,BB
00010649,14-Feb-1999,BBB
00010649,17-Oct-2001,BB
00013616,02-Jul-1984,A
00013616,18-Nov-1986,AA
00013616,07-Apr-1988,A
00012373,10-Oct-1984,BBB
00012373,11-Sep-1994,A
00012373,19-Jun-2000,BBB
00012373,30-Sep-2001,A
00014752,03-Feb-1984,BBB
00014752,21-Mar-1998,A
00014752,26-Sep-1999,BBB
00014752,23-Jun-2000,A
00010514,20-Jan-1985,B
00010514,14-Aug-1987,BB
00010514,02-Apr-1992,B
00010514,13-Jun-1993,BB
00010514,25-May-1998,BBB
00010514,30-May-2000,BB
00010369,02-Feb-1985,AAA
00010369,19-Jun-1995,AA
00010375,05-May-1984,AAA
00012077,03-Jan-1983,AA
00012077,14-Feb-1998,A
00013067,24-Mar-1983,CCC
00013067,22-Sep-1984,D
00013772,16-Feb-1983,AAA
00012216,28-Sep-1982,BB
00010214,03-Dec-1982,B
00010214,27-Sep-1987,BB
00012696,26-Apr-1984,BB
00012696,30-Aug-1998,A
00012696,25-Oct-1999,BBB
00012696,08-Jun-2000,A
00012696,23-Nov-2003,BBB
00012180,15-Mar-1985,CCC
00012180,20-Sep-1986,D
00013011,07-Aug-1983,A
00013011,15-Dec-1987,BBB
00013011,18-Jun-2002,BB
00013668,03-Oct-1983,B
00013668,05-Feb-1986,BB
00013668,18-Mar-1991,B
00013668,29-Dec-1991,D
00011213,29-Apr-1985,AAA
00013055,21-Mar-1985,BBB
00013055,28-Dec-1986,BB
00013055,29-Jun-1993,BBB
00011490,25-Jun-1984,B
00011490,03-Jan-1987,BB
00011490,05-Jan-1990,BBB
00011490,10-May-1999,A
00011022,03-May-1985,AAA
00011022,10-Apr-2001,AA
00011801,23-Sep-1984,A
00011801,10-Oct-1984,BBB
00011801,15-Sep-1992,BB
00011801,12-May-1993,B
00011801,20-Oct-1995,BB
00012145,21-Jul-1983,BBB
00012145,06-Oct-1990,BB
00012145,29-Nov-1994,BBB
00012145,23-Dec-1996,A
00011249,11-Jun-1984,A
00011249,14-Mar-1992,BBB
00011249,12-May-1997,A
00012732,19-Apr-1983,B
00012732,05-Dec-1995,BB
00012732,02-Apr-1998,BBB
00011316,09-Jun-1983,A
00014632,28-Jun-1984,BBB
00014632,31-Mar-1998,A
00014632,07-Jan-1999,AA
00013435,28-Jan-1984,AAA
00013435,04-Dec-1999,AA
00013864,04-Oct-1983,AA
00013864,28-Jul-1999,A
00012240,12-Apr-1984,A
00012240,31-May-1999,BBB
00010965,07-Sep-1984,B
00010965,12-Jun-1989,BB
00010965,21-Apr-1998,BBB
00010965,31-Jan-1999,A
00010965,12-Jul-2003,BBB
00010399,24-Mar-1984,CCC
00010399,07-Apr-1990,D
00014625,21-Feb-1984,AA
00013509,24-Mar-1984,A
00013509,28-Apr-1984,BBB
00010119,12-Jan-1984,BBB
00010119,24-Dec-1997,AA
00012390,08-Nov-1982,AAA
00012390,01-Apr-1990,AA
00012210,07-Aug-1984,CCC
00012210,18-Feb-1987,BB
00012210,03-Jul-1995,BBB
00010679,11-May-1985,CCC
00010679,13-Sep-1991,D
00013486,07-Aug-1983,AAA
00011875,16-Apr-1985,AAA
00014143,30-Jul-1983,AAA
00014143,29-Mar-1999,AA
00014143,21-Apr-2003,A
00014790,21-Jan-1985,BB
00014790,12-Apr-1989,B
00014790,12-Aug-1993,CCC
00014790,06-Jul-1997,B
00011012,16-Nov-1983,BBB
00011012,26-Jun-1986,AA
00011012,02-Jun-1997,A
00011012,24-May-2002,BBB
00013185,05-Oct-1983,CCC
00013185,17-Jan-1985,D
00014073,23-Mar-1983,CCC
00014198,21-Dec-1982,A
00014198,06-Nov-1998,BBB
00013508,23-Jun-1983,AA
00014224,13-Aug-1984,BBB
00012343,09-Oct-1984,BBB
00012343,15-Sep-2000,B
00013690,12-Jul-1984,CCC
00013690,03-May-1987,D
00011454,27-Aug-1982,AAA
00011454,15-Aug-1998,AA
00011454,06-Mar-2002,A
00011661,09-Dec-1984,B
00011661,19-Jan-1985,BB
00011661,03-Aug-1989,D
00010616,26-Feb-1985,CCC
00010616,06-May-1985,D
00013366,27-Sep-1984,BBB
00013366,06-Aug-1985,BB
00013366,06-Sep-2000,D
00011996,29-Sep-1982,AAA
00011996,05-Nov-1997,AA
00011365,31-Aug-1983,BBB
00011365,17-Dec-1983,BB
00010105,23-Jul-1984,BBB
00010105,11-May-1995,BB
00010105,01-Jan-2000,B
00010105,19-Jan-2003,BBB
00013732,17-Aug-1984,AAA
00013732,28-Aug-2002,AA
00011197,30-Mar-1983,CCC
00011197,25-Oct-1988,BB
00011197,24-Oct-1994,BBB
00013295,14-May-1983,AAA
00013295,08-Feb-2003,AA
00011966,21-Jun-1984,B
00011966,19-Jul-1997,BBB
00011966,05-Apr-1999,A
00013676,08-Dec-1983,CCC
00013676,16-Feb-1988,D
00010661,03-May-1984,AAA
00010661,13-Nov-1987,A
00010661,06-Apr-2003,BBB
00012468,11-Apr-1983,B
00012468,05-Apr-1990,BB
00012468,01-Apr-1994,BBB
00012468,31-Jul-1995,BB
00012468,11-Jan-2001,BBB
00012468,25-Jun-2002,BB
00014248,11-Feb-1983,A
00011540,25-Nov-1984,AAA
00010429,23-Sep-1984,B
00010429,04-Aug-1990,BBB
00010429,22-May-1998,A
00010429,31-Oct-2003,BB
00013358,10-Mar-1985,B
00013358,08-Oct-1989,BB
00013358,25-Feb-1992,BBB
00014547,03-Dec-1982,CCC
00014547,07-Oct-1986,D
00010286,16-Feb-1983,B
00011643,25-Nov-1982,AAA
00011643,27-Aug-1995,AA
00011643,08-Aug-1996,AAA
00012609,21-Dec-1983,B
00012609,21-Mar-1993,BBB
00012609,04-Jan-1998,A
00012609,07-Jun-2003,BBB
00011828,27-Feb-1983,CCC
00011828,10-Apr-1992,B
00011828,26-Apr-1997,BB
00011828,30-Jul-1998,B
00011828,28-Oct-2001,CCC
00011828,17-Feb-2003,D
00014794,30-Jan-1985,BB
00014794,13-May-1986,CCC
00014794,11-Aug-1988,D
00012229,25-Nov-1982,AAA
00012229,30-Oct-1984,AA
00012229,24-Jan-2002,A
00013186,01-Oct-1982,BB
00013186,16-Jul-1984,D
00011093,26-Feb-1984,B
00011093,04-Apr-1985,CCC
00011093,14-Jan-1992,D
00013411,29-Sep-1984,CCC
00013411,08-Apr-1994,B
00013411,20-Sep-1998,BB
00013411,02-Jul-1999,BBB
00013411,19-Jun-2000,BB
00013364,26-Jun-1983,A
00013364,26-Jun-1984,BBB
00013364,09-Sep-1997,A
00014840,13-Feb-1983,B
00014840,19-May-1985,BBB
00014840,14-Mar-1990,BB
00014840,08-Nov-1992,BBB
00014840,10-Dec-1996,A
00014840,18-Jun-2001,BBB
00012749,23-Jul-1983,B
00012749,10-Sep-1984,BB
00012749,22-Mar-1992,BBB
00010553,16-Mar-1983,B
00010553,13-Jan-1987,D
00014510,10-Jan-1984,BB
00014510,12-Sep-1985,B
00014510,01-Mar-1995,BB
00011042,10-Feb-1985,BBB
00011042,28-Jun-1985,BB
00011042,15-Oct-1996,BBB
00011042,17-Aug-2000,BB
00013641,08-May-1984,AAA
00013641,30-Apr-1995,AA
00012431,27-Nov-1982,CCC
00012431,04-Mar-1983,D
00012710,13-Sep-1983,BBB
00012710,26-Jul-1991,BB
00013762,11-Oct-1982,B
00013762,24-Feb-1991,CCC
00013762,29-Nov-1993,B
00013762,10-Nov-1998,BBB
00013762,07-Jul-2002,BB
00013979,01-Jan-1984,B
00013979,16-May-1996,BB
00013979,19-May-1998,BBB
00012053,24-Oct-1983,AA
00013016,12-May-1985,A
00013016,31-Aug-1999,AA
00012143,07-Nov-1984,CCC
00012143,22-Feb-1985,D
00010531,17-Dec-1983,BB
00010531,21-Mar-1988,BBB
00014670,29-Jan-1985,BBB
00014670,17-Jul-1989,BB
00014670,25-Jan-1992,BBB
00013292,02-Jan-1983,CCC
00013292,22-May-1983,D
00014762,12-Sep-1983,BBB
00014762,22-Aug-1985,A
00014762,11-Nov-1988,AA
00012006,03-Mar-1985,AA
00012006,03-Feb-1993,A
00012006,04-Dec-1999,AA
00012006,10-Jan-2004,A
00014153,21-Feb-1985,A
00014368,01-Aug-1984,AAA
00014368,09-Mar-1986,AA
00014368,10-Sep-1994,AAA
00013516,27-Apr-1984,AAA
00013516,11-Oct-1991,A
00013516,22-Dec-1992,D
00010184,27-Jul-1983,B
00010184,16-Aug-1989,BB
00010184,03-Aug-2002,B
00010925,11-Mar-1985,A
00010925,25-Jun-2003,BBB
00010843,20-Dec-1982,B
00010843,24-Nov-1985,BBB
00010843,25-Jun-2000,BB
00010244,18-Aug-1984,CCC
00010244,04-Jul-1985,B
00010244,04-Jan-2000,CCC
00010244,06-Jul-2004,D
00011792,26-May-1984,AA
00011792,08-Dec-1991,A
00011792,17-Apr-1998,AA
00011792,03-Jul-1999,A
00010717,28-Nov-1984,A
00010717,13-Feb-1985,AA
00010717,12-Aug-1998,AAA
00010717,08-Apr-2000,AA
00013582,20-Sep-1983,AAA
00011067,06-Sep-1984,BBB
00011067,07-Sep-1997,A
00011067,25-Jan-2000,BBB
00010964,01-Dec-1984,AAA
00010964,27-Mar-2004,AA
00011083,06-Jul-1983,AA
00011083,26-Nov-1983,A
00011083,10-Sep-1984,BBB
00011083,20-Sep-1996,A
00010484,21-Feb-1984,B
00010484,25-Sep-1990,CCC
00010484,25-Sep-1994,BB
00010484,24-Apr-1997,BBB
00012227,24-Apr-1985,AA
00012227,31-Mar-1999,AAA
00013804,18-Feb-1984,BBB
00013804,09-Mar-1996,A
00010973,14-Jul-1983,BB
00010973,25-Sep-1993,B
00010973,15-Jan-1998,BB
00010973,17-Apr-2001,BBB
00010973,05-Sep-2001,BB
00010179,29-Apr-1984,AAA
00010179,04-Apr-1994,AA
00014593,13-Aug-1983,BB
00014593,14-Jan-2000,BBB
00010500,13-Sep-1984,A
00010500,04-Oct-2002,BB
00010792,06-Oct-1983,A
00010792,09-Jun-1987,BBB
00010792,16-Jan-1990,BB
00010792,17-Jul-2001,B
00011994,23-Dec-1983,AAA
00013919,13-Jul-1984,BB
00013919,30-Jun-1986,BBB
00013919,22-Mar-1987,BB
00013919,11-Jan-1998,BBB
00013393,17-Apr-1985,A
00013985,12-Jul-1983,AA
00013985,17-Aug-1998,BBB
00013985,25-Oct-1999,A
00013901,03-Dec-1984,B
00013901,17-Jun-2000,CCC
00013901,08-Dec-2002,D
00012016,26-Aug-1984,AA
00012016,08-Dec-1995,A
00012016,30-Mar-1998,AA
00012016,28-Oct-1999,BB
00012887,30-Mar-1985,CCC
00012887,01-Jun-1987,B
00012887,02-Dec-1990,BB
00012887,24-Oct-1994,D
00011979,18-Sep-1982,CCC
00011979,07-Apr-1985,B
00011979,06-Sep-1990,CCC
00011979,05-May-1993,B
00011979,14-Jan-2001,D
00010381,10-Aug-1983,AA
00010381,16-Feb-1998,AAA
00010381,21-Jun-1999,AA
00013940,11-Jun-1984,BBB
00013940,09-Jun-1985,BB
00013940,14-Apr-1999,BBB
00013940,16-Oct-1999,BB
00013940,11-Mar-2004,B
00010457,26-May-1983,A
00010457,03-May-2002,BBB
00013439,05-Apr-1983,B
00013439,04-Dec-1993,BB
00013439,27-Sep-2000,BBB
00012793,29-Jul-1984,BB
00012793,10-Nov-1996,A
00012793,03-Mar-2000,BB
00014904,04-May-1984,AAA
00014904,04-Sep-1987,AA
00014904,20-Apr-1997,AAA
00014904,13-Oct-1999,AA
00013776,31-Mar-1984,A
00013776,18-Mar-1985,AA
00010136,09-Jun-1984,AA
00010136,11-Feb-1989,A
00010136,22-Feb-2000,BBB
00014738,04-Oct-1982,AA
00014738,18-Sep-1993,A
00014661,02-Aug-1983,AA
00014661,10-Jul-1984,A
00014661,02-Jun-1999,BBB
00010147,12-Nov-1983,BB
00010147,07-Jan-2002,B
00013137,16-Apr-1983,CCC
00013137,13-Feb-1987,D
00012467,02-Aug-1984,BB
00012467,19-Jan-2000,B
00012423,22-Dec-1984,BBB
00012423,11-Apr-1999,A
00013588,26-May-1983,BBB
00013588,03-Dec-1993,BB
00013588,25-Mar-1997,A
00011492,18-Aug-1984,AA
00011492,02-Mar-1988,A
00011492,21-Nov-1999,BBB
00014359,02-Jan-1983,AA
00014359,11-May-1989,A
00014359,11-Mar-1997,BBB
00010662,02-Dec-1984,B
00010662,09-Apr-1986,D
00012831,03-Jan-1983,A
00014876,28-Mar-1984,A
00014876,06-Jun-1987,BBB
00014876,27-Jan-1989,A
00011140,19-Aug-1983,A
00011140,06-Jan-1988,BBB
00011140,22-Aug-1989,A
00011140,09-Dec-1990,BBB
00014013,02-Nov-1984,BB
00014013,04-Sep-1985,B
00014013,13-Feb-1996,BB
00013019,04-Jan-1984,BB
00013019,15-Oct-1996,BBB
00013019,17-Jul-1998,A
00013019,29-Feb-2000,AA
00013019,14-Jul-2002,A
00013019,17-Apr-2003,BBB
00010986,21-Dec-1983,BB
00010986,07-Sep-1987,B
00010986,15-Sep-1991,CCC
00010986,02-Jun-1996,BBB
00010986,25-Feb-1997,A
00010986,08-Feb-1999,BBB
00010986,30-Mar-2002,BB
00012103,11-Jan-1985,BBB
00010648,06-Aug-1983,AAA
00010648,25-Mar-1992,AA
00010648,27-May-1998,AAA
00010648,06-Apr-1999,A
00010648,18-Nov-2002,BBB
00011734,10-Nov-1983,A
00011734,31-Dec-1985,AA
00011734,07-Feb-1994,A
00011352,08-Apr-1985,AAA
00011352,16-Dec-2000,AA
00011352,04-May-2004,A
00011896,29-Sep-1982,AA
00011896,30-Mar-1986,A
00011896,23-Sep-1994,BBB
00011896,26-Aug-1995,A
00011896,26-Apr-2001,BBB
00011271,17-Apr-1985,AAA
00011271,22-Jan-2002,AA
00011271,14-Jan-2005,A
00010770,23-Feb-1983,A
00010770,03-Nov-1997,AA
00013072,15-Jun-1984,CCC
00013072,18-Feb-1986,D
00012486,27-Mar-1984,B
00012486,09-Jul-1986,BB
00012524,23-Jun-1984,B
00012524,22-Jan-1992,D
00010841,14-Aug-1983,AAA
00010841,27-Mar-2003,BB
00014968,29-Apr-1984,BBB
00014968,21-Feb-2002,A
00013752,06-Nov-1984,CCC
00013752,11-Nov-1992,D
00011346,06-Sep-1982,BBB
00011346,24-Nov-1995,A
00011346,01-Sep-2002,BBB
00013780,09-Nov-1982,BB
00013780,03-Sep-1996,BBB
00013780,27-Jun-1997,A
00011242,19-Apr-1985,AAA
00011242,23-Dec-2004,AA
00010825,31-May-1984,AAA
00010825,22-Mar-2002,AA
00012625,06-Apr-1983,A
00013314,25-Sep-1983,B
00013314,05-Jan-1991,CCC
00013314,25-May-1997,B
00011294,18-Dec-1982,B
00011294,28-Dec-1996,BB
00011294,04-Jul-1998,B
00011294,29-Jun-2001,CCC
00014259,13-May-1983,AAA
00014259,27-Mar-1984,AA
00014259,20-Jul-2000,AAA
00014259,17-Apr-2003,AA
00014643,03-May-1983,CCC
00014643,24-Apr-1987,B
00014643,01-Sep-1987,BB
00014643,16-Dec-1994,BBB
00012139,15-Jul-1983,AA
00012139,23-Jan-1984,A
00013942,17-Jan-1983,AAA
00013942,03-Jul-1998,AA
00011120,01-Aug-1983,BB
00011120,09-Dec-1989,B
00013190,17-Dec-1982,AAA
00013190,18-Apr-2001,AA
00012915,19-Jan-1985,BB
00012915,19-Feb-1999,BBB
00013748,20-Nov-1982,BBB
00013748,11-Apr-1998,BB
00013748,15-Feb-2002,B
00013103,05-Mar-1985,AAA
00013480,21-Sep-1983,AAA
00013480,17-Mar-1991,AA
00013613,04-Oct-1982,CCC
00013613,16-Jun-1985,BB
